Date,SW_chl_nn,SW_chl_oc4me,MST_chl_nn,MST_chl_oc4me,PK_chl_nn,PK_chl_oc4me
2019-09-16,,,,,,
2019-09-17,,,15.174079,6.3554983,,
2019-09-18,,,,,,
2019-09-19,,,,,,
2019-09-20,0.25210112,2.7602274,13.12533,4.7551622,0.21806334,
2019-09-21,,,,,,
2019-09-22,,,2.3875515,,0.20280871,1.3859012
2019-09-23,0.5398629,,,,,
2019-09-24,,,2.7602274,,,
2019-09-25,0.43430543,,,,,
2019-09-26,,,,,,
2019-09-27,1.1560912,5.1128306,,,,
2019-09-28,,,,,,
2019-09-29,,,,,,
2019-09-30,,,,,,
2019-10-01,,,,,0.01,
2019-10-02,11.353195,,,,,
2019-10-03,,,,,,
2019-10-04,,,,,,
2019-10-05,17.542622,10.18296,,,,
2019-10-06,12.657915,,21.029776,,0.14112575,0.46697253
2019-10-07,,,,,,
2019-10-08,,,,,0.93004495,0.16315426
2019-10-09,18.862122,15.734407,,,0.32494587,0.48421624
2019-10-10,10.18296,,11.353195,,0.34938726,0.86498356
2019-10-11,,,,,,
2019-10-12,1.336547,4.9307547,3.3089106,,0.14633706,0.48421624
2019-10-13,2.1414535,,21.029776,,0.313374,0.58046967
2019-10-14,3.1910748,,,,,
2019-10-15,10.18296,,,,,
2019-10-16,,,,,,
2019-10-17,,,,,,
2019-10-18,,,,,,
2019-10-19,4.265022,,,,,
2019-10-20,,,,,,
2019-10-21,,,,,,
2019-10-22,,,,,,
2019-10-23,,,,,0.12207147,0.016613932
2019-10-24,,,,,,
2019-10-25,,,,,,
2019-10-26,,,,,,
2019-10-27,,,,,,
2019-10-28,,,,,,
2019-10-29,,,9.47061,,0.60190445,1.2889504
2019-10-30,,,,,,
2019-10-31,,,,,0.29145193,1.4370779
2019-11-01,,,,,,
2019-11-02,,,,,,
2019-11-03,,,,,,
2019-11-04,,,,,,
2019-11-05,,,,,,
2019-11-06,12.657915,,21.029776,,0.09820328,2.065193
2019-11-07,,,,,,
2019-11-08,3.0774355,15.174079,,,,
2019-11-09,,,,,,
2019-11-10,,,,,,
2019-11-11,,,,,,
2019-11-12,5.7004023,22.611568,,,,
2019-11-13,,,12.657915,,,
2019-11-14,,,,,,
2019-11-15,,,12.207147,,,
2019-11-16,,,8.808093,,,
2019-11-17,,,,,1.3859012,4.265022
2019-11-18,5.7004023,,,,0.15174079,
2019-11-19,,,,,,
2019-11-20,,,,,,
2019-11-21,,,,,,
2019-11-22,,,,,,
2019-11-23,,,21.806334,,2.4757156,3.0774355
2019-11-24,13.12533,,,,0.017863581,
2019-11-25,,,,,,
2019-11-26,,,,,,
2019-11-27,,,,,2.6619313,2.2205303
2019-11-28,16.9179,4.7551622,,,,
2019-11-29,,,,,,
2019-11-30,,,,,,
2019-12-01,,,,,,
2019-12-02,,,,,,
2019-12-03,,,,,,
2019-12-04,,,,,,
2019-12-05,,,,,,
2019-12-06,0.049307544,,,,,
2019-12-07,,,,,,
2019-12-08,,,,,,
2019-12-09,14.633706,7.347536,,,,
2019-12-10,,,,,,
2019-12-11,,,,,1.786358,5.3016305
2019-12-12,0.034310974,,13.12533,,1.336547,4.265022
2019-12-13,,,,,,
2019-12-14,,,,,,
2019-12-15,,,,,,
2019-12-16,,,22.611568,,1.8523222,6.590185
2019-12-17,,,,,,
2019-12-18,,,,,,
2019-12-19,,,,,,
2019-12-20,,,22.611568,14.112576,,
2019-12-21,11.77243,,,,0.017863581,
2019-12-22,13.12533,,21.806334,,1.1987818,4.4225144
2019-12-23,,,,,,
2019-12-24,,,,,0.46697253,1.6613932
2019-12-25,3.5577965,,22.611568,,0.1819041,1.1560912
2019-12-26,12.207147,,21.806334,,0.36228898,2.065193
2019-12-27,,,,,,
2019-12-28,,,,,0.48421624,1.4901444
2019-12-29,14.633706,,21.806334,,0.775825,5.1128306
2019-12-30,,,18.19041,,1.7227429,4.9307547
2019-12-31,,,,,,
2020-01-01,,,,,1.8523222,2.7602274
2020-01-02,,,,,,
2020-01-03,,,,,,
2020-01-04,,,1.0,,,
2020-01-05,,,8.191922,,,
2020-01-06,,,,,,
2020-01-07,,,,,,
2020-01-08,,,4.265022,,0.313374,3.5577965
2020-01-09,11.77243,,,,2.065193,3.0774355
2020-01-10,,,,,,
2020-01-11,,,,,,
2020-01-12,,,4.1131372,,,
2020-01-13,,,,,,
2020-01-14,,,,,,
2020-01-15,,,,,,
2020-01-16,5.9108987,1.114921,,,,
2020-01-17,,,,,,
2020-01-18,,,,,,
2020-01-19,,,,,,
2020-01-20,,,,,1.4901444,1.9207222
2020-01-21,,,,,,
2020-01-22,,,,,0.28107285,
2020-01-23,,,,,,
2020-01-24,,,10.18296,,1.114921,3.689174
2020-01-25,13.610004,,9.820328,,1.2889504,2.302527
2020-01-26,,,,,,
2020-01-27,,,,,,
2020-01-28,1.4901444,,5.9108987,,,
2020-01-29,,,,,,
2020-01-30,,,10.94889,,0.16917899,1.6022283
2020-01-31,,,,,,
2020-02-01,12.207147,4.1131372,,,1.4370779,7.9001946
2020-02-02,9.47061,,,,1.0,4.585823
2020-02-03,7.9001946,,,,,
2020-02-04,,,,,0.29145193,
2020-02-05,,,,,,
2020-02-06,,,,,,
2020-02-07,7.9001946,,11.77243,,,
2020-02-08,6.590185,,4.9307547,,0.30221426,1.114921
2020-02-09,,,,,,
2020-02-10,,,,,,
2020-02-11,,,,,,
2020-02-12,,,,,1.6613932,1.9207222
2020-02-13,3.3089106,3.3089106,,,,
2020-02-14,14.112576,,20.28087,,1.114921,2.967843
2020-02-15,,,,,,
2020-02-16,,,,,,
2020-02-17,0.3756671,,13.12533,,0.2710634,0.52063745
2020-02-18,11.77243,,11.77243,6.3554983,0.18862122,0.8341801
2020-02-19,,,,,,
2020-02-20,,,10.18296,,,
2020-02-21,,,23.446539,30.221426,1.4370779,4.9307547
2020-02-22,13.12533,,9.820328,10.558982,2.3875515,4.9307547
2020-02-23,,,,,,
2020-02-24,22.611568,,5.7004023,,,
2020-02-25,3.5577965,10.558982,12.207147,,1.7227429,3.8254027
2020-02-26,12.657915,,14.633706,,1.0752169,2.4757156
2020-02-27,,,2.065193,,,
2020-02-28,,,,,0.72155213,0.6241307
2020-02-29,7.347536,,,,0.30221426,1.1560912
2020-03-01,,,,,,
2020-03-02,14.112576,,2.065193,,,
2020-03-03,5.9108987,,,,13.12533,
2020-03-04,,,,,0.22611569,0.60190445
2020-03-05,,,,,,
2020-03-06,,,,,,
2020-03-07,,,,,,
2020-03-08,10.94889,,,,0.1312533,0.22611569
2020-03-09,,,,,,
2020-03-10,1.8523222,,,,0.43430543,0.775825
2020-03-11,4.9307547,,,,,
2020-03-12,0.6710759,3.4310975,,,,
2020-03-13,,,,,,
2020-03-14,,,,,0.5020967,0.6471778
2020-03-15,,,6.1291685,,0.23446539,
2020-03-16,15.174079,8.191922,,,,
2020-03-17,,,,,,
2020-03-18,2.7602274,,3.3089106,,0.5398629,1.0752169
2020-03-19,10.18296,9.133346,,,,
2020-03-20,5.4974017,,9.820328,,0.25210112,1.114921
2020-03-21,,,,,,
2020-03-22,,,,,0.6471778,0.3756671
2020-03-23,,,,,,
2020-03-24,7.618856,10.94889,4.7551622,5.7004023,0.091333464,0.7481966
2020-03-25,,,0.6958565,18.19041,0.28107285,
2020-03-26,1.2889504,,,,0.6710759,0.5020967
2020-03-27,0.80447364,,3.966662,7.9001946,,
2020-03-28,4.4225144,,3.1910748,,0.12207147,0.6471778
2020-03-29,,,1.2889504,,0.30221426,
2020-03-30,7.0858784,,,,0.15174079,0.29145193
2020-03-31,6.590185,,4.265022,,0.12207147,0.4503429
2020-04-01,5.3016305,,1.7227429,,0.094706096,0.6958565
2020-04-02,,,,,0.16315426,0.22611569
2020-04-03,2.5671356,1.114921,,,,
2020-04-04,12.657915,,4.1131372,,0.023875516,
2020-04-05,,,,,,
2020-04-06,7.347536,,,,,
2020-04-07,1.0752169,,,,,
2020-04-08,,,2.4757156,,0.2614104,1.114921
2020-04-09,,,,,,
2020-04-10,,,,,,
2020-04-11,13.610004,0.08808093,2.5671356,,0.41883913,1.2889504
2020-04-12,,,2.8621533,,0.19558637,0.7481966
2020-04-13,,,,,,
2020-04-14,,,,,,
2020-04-15,,,,,,
2020-04-16,9.47061,,4.9307547,,0.16917899,0.9643884
2020-04-17,,,,,,
2020-04-18,1.2430488,8.494422,5.9108987,6.590185,0.2710634,0.52063745
2020-04-19,5.3016305,,5.4974017,,0.34938726,0.48421624
2020-04-20,12.207147,,5.4974017,,0.12207147,0.46697253
2020-04-21,14.112576,,1.114921,,0.34938726,
2020-04-22,,,,,,
2020-04-23,,,,,,
2020-04-24,,,,,,
2020-04-25,,,0.52063745,,,
2020-04-26,,,,,,
2020-04-27,,,,,,
2020-04-28,,,,,,
2020-04-29,,,,,,
2020-04-30,,,,,,
2020-05-01,,,,,,
2020-05-02,,,,,,
2020-05-03,5.3016305,,1.5451703,,0.313374,0.6241307
2020-05-04,8.808093,13.610004,,,0.01114921,
2020-05-05,15.734407,,6.3554983,,0.10558982,0.6241307
2020-05-06,,,,,,
2020-05-07,,,,,0.3756671,0.93004495
2020-05-08,1.9916481,,,,0.2614104,0.6958565
2020-05-09,1.3859012,,,,,
2020-05-10,,,,,,
2020-05-11,,,,,0.2710634,1.1987818
2020-05-12,,,10.558982,30.221426,0.2431234,1.0
2020-05-13,,,,,0.5398629,0.20280871
2020-05-14,,,,,,
2020-05-15,1.0752169,5.1128306,,,0.13610004,0.41883913
2020-05-16,3.966662,,4.7551622,,0.25210112,0.5597982
2020-05-17,,,,,,
2020-05-18,1.0752169,,22.611568,11.353195,0.19558637,
2020-05-19,,,,,0.1312533,0.18862122
2020-05-20,2.302527,,,,0.1819041,0.52063745
2020-05-21,5.7004023,0.9643884,18.19041,,0.101829596,0.6958565
2020-05-22,2.302527,,1.4370779,,,
2020-05-23,,,,,,
2020-05-24,,,,,,
2020-05-25,,,,,0.084944226,0.9643884
2020-05-26,,,0.15734407,,0.21029776,0.6958565
2020-05-27,,,,,,
2020-05-28,,,,,0.1312533,0.5597982
2020-05-29,,,,,,
2020-05-30,,,,,,
2020-05-31,0.7481966,3.689174,,,0.01,
2020-06-01,11.77243,,,,,
2020-06-02,,,,,,
2020-06-03,,,,,0.20280871,0.6958565
2020-06-04,,,,,,
2020-06-05,,,,,0.22611569,1.4901444
2020-06-06,,,,,,
2020-06-07,,,,,,
2020-06-08,,,,,,
2020-06-09,10.94889,,,,0.2614104,0.12657915
2020-06-10,,,,,,
2020-06-11,,,,,,
2020-06-12,4.585823,,24.31234,30.221426,0.21806334,0.86498356
2020-06-13,,,,,,
2020-06-14,,,,,,
2020-06-15,,,5.1128306,,0.1312533,0.46697253
2020-06-16,4.265022,,11.353195,19.558636,0.16315426,1.9207222
2020-06-17,3.966662,,,,0.091333464,1.2430488
2020-06-18,,,,,,
2020-06-19,,,,,,
2020-06-20,,,,,,
2020-06-21,,,,,,
2020-06-22,,,1.4370779,,0.19558637,0.48421624
2020-06-23,,,,,,
2020-06-24,,,,,,
2020-06-25,,,,,,
2020-06-26,,,,,0.18862122,0.41883913
2020-06-27,,,,,,
2020-06-28,,,,,,
2020-06-29,,,,,,
2020-06-30,,,,,,
2020-07-01,,,,,,
2020-07-02,,,,,,
2020-07-03,,,,,,
2020-07-04,,,,,,
2020-07-05,,,0.80447364,,0.2431234,1.5451703
2020-07-06,4.1131372,,,,,
2020-07-07,,,,,,
2020-07-08,,,,,,
2020-07-09,,,,,,
2020-07-10,,,,,,
2020-07-11,10.558982,,1.4901444,,0.061291687,
2020-07-12,0.7481966,12.657915,8.191922,,0.07900195,0.06833539
2020-07-13,,,,,,
2020-07-14,,,,,,
2020-07-15,,,,,,
2020-07-16,9.47061,,10.558982,,3.0774355,
2020-07-17,2.8621533,,21.806334,9.820328,0.3756671,1.4901444
2020-07-18,,,,,,
2020-07-19,0.30221426,,6.590185,,0.313374,0.6958565
2020-07-20,0.2710634,,,,0.01,
2020-07-21,7.0858784,26.141037,,,0.026619313,
2020-07-22,,,,,,
2020-07-23,,,8.494422,,0.19558637,0.58046967
2020-07-24,,,,,,
2020-07-25,9.820328,,9.47061,24.31234,0.101829596,0.60190445
2020-07-26,,,,,,
2020-07-27,,,,,,
2020-07-28,6.1291685,,20.28087,,0.30221426,
2020-07-29,,,,,,
2020-07-30,,,,,,
2020-07-31,,,,,,
2020-08-01,10.94889,,,,,
2020-08-02,,,16.9179,,,
2020-08-03,,,,,,
2020-08-04,,,,,,
2020-08-05,,,,,,
2020-08-06,,,,,,
2020-08-07,1.9916481,,0.60190445,,0.041131373,
2020-08-08,,,,,,
2020-08-09,,,,,,
2020-08-10,,,,,0.46697253,
2020-08-11,,,,,,
2020-08-12,,,,,,
2020-08-13,,,,,,
2020-08-14,,,,,,
2020-08-15,,,,,,
2020-08-16,0.5597982,6.1291685,,,0.01114921,
2020-08-17,5.9108987,,4.1131372,8.808093,0.06590185,
2020-08-18,,,,,,
2020-08-19,0.36228898,,4.1131372,,,
2020-08-20,0.12657915,0.09820328,,,,
2020-08-21,0.7481966,,10.18296,,0.16917899,1.2430488
2020-08-22,,,,,,
2020-08-23,,,,,,
2020-08-24,9.133346,,23.446539,,0.6241307,
2020-08-25,12.207147,,6.590185,30.221426,0.313374,3.3089106
2020-08-26,,,,,,
2020-08-27,,,,,0.15734407,1.0
2020-08-28,13.12533,,12.207147,,,
2020-08-29,,,,,,
2020-08-30,,,,,,
2020-08-31,,,,,,
2020-09-01,0.25210112,,4.265022,,0.21806334,
2020-09-02,,,,,,
2020-09-03,,,0.8341801,18.862122,,
2020-09-04,,,,,,
2020-09-05,,,8.191922,,0.18862122,0.4503429
2020-09-06,,,,,,
2020-09-07,10.558982,,13.610004,,0.32494587,2.5671356
2020-09-08,4.585823,,9.133346,,0.22611569,0.775825
2020-09-09,4.9307547,15.174079,7.347536,8.808093,0.1312533,0.775825
2020-09-10,,,20.28087,7.9001946,0.21029776,0.3756671
2020-09-11,,,,,,
2020-09-12,3.4310975,,2.6619313,,,
2020-09-13,,,,,,
2020-09-14,,,,,,
2020-09-15,0.93004495,,,,,
2020-09-16,,,,,,
2020-09-17,,,,,,
2020-09-18,,,,,,
2020-09-19,,,,,,
2020-09-20,,,,,,
2020-09-21,,,,,0.46697253,0.46697253
2020-09-22,,,,,,
2020-09-23,,,,,,
2020-09-24,,,,,0.46697253,
2020-09-25,,,,,,
2020-09-26,,,,,,
2020-09-27,,,,,,
2020-09-28,,,,,,
2020-09-29,,,11.353195,2.065193,0.43430543,0.313374
2020-09-30,,,,,,
2020-10-01,,,,,,
2020-10-02,,,,,,
2020-10-03,,,,,,
2020-10-04,,,,,,
2020-10-05,,,,,,
2020-10-06,,,,,0.14633706,
2020-10-07,,,,,,
2020-10-08,,,,,,
2020-10-09,,,,,,
2020-10-10,,,,,,
2020-10-11,,,,,,
2020-10-12,,,,,,
2020-10-13,,,,,,
2020-10-14,13.610004,,,,,
2020-10-15,,,,,,
2020-10-16,,,,,,
2020-10-17,16.9179,,,,,
2020-10-18,,,,,,
2020-10-19,,,,,,
2020-10-20,,,,,,
2020-10-21,,,,,,
2020-10-22,,,,,,
2020-10-23,,,,,,
2020-10-24,,,,,,
2020-10-25,,,,,0.32494587,1.2889504
2020-10-26,,,,,,
2020-10-27,0.48421624,,1.786358,,0.16917899,
2020-10-28,,,,,,
2020-10-29,,,,,,
2020-10-30,4.4225144,,12.657915,,0.113531955,1.0369266
2020-10-31,8.808093,,,,0.13610004,
2020-11-01,,,,,,
2020-11-02,,,,,,
2020-11-03,,,,,,
2020-11-04,,,,,,
2020-11-05,,,,,,
2020-11-06,10.94889,,16.315426,,0.101829596,0.6958565
2020-11-07,,,,,,
2020-11-08,,,,,,
2020-11-09,,,,,,
2020-11-10,,,,,0.18862122,1.786358
2020-11-11,,,,,,
2020-11-12,,,,,,
2020-11-13,,,,,,
2020-11-14,13.610004,0.5597982,,,,
2020-11-15,,,,,,
2020-11-16,,,12.207147,3.966662,,
2020-11-17,,,,,,
2020-11-18,,,,,,
2020-11-19,,,,,,
2020-11-20,,,,,,
2020-11-21,,,,,,
2020-11-22,,,,,0.5398629,0.43430543
2020-11-23,,,,,,
2020-11-24,,,,,,
2020-11-25,,,,,,
2020-11-26,,,,,,
2020-11-27,,,,,,
2020-11-28,12.657915,,13.610004,,1.336547,4.9307547
2020-11-29,,,,,0.6710759,8.191922
2020-11-30,,,,,,
2020-12-01,,,,,,
2020-12-02,,,,,,
2020-12-03,,,,,,
2020-12-04,,,,,,
2020-12-05,,,21.029776,,,
2020-12-06,,,,,,
2020-12-07,,,,,,
2020-12-08,,,,,,
2020-12-09,,,,,0.72155213,4.265022
2020-12-10,,,,,,
2020-12-11,,,17.542622,,0.72155213,2.3875515
2020-12-12,,,,,,
2020-12-13,,,,,,
2020-12-14,9.820328,,13.610004,,0.2431234,1.4370779
2020-12-15,0.11772431,,12.657915,,,
2020-12-16,,,,,,
2020-12-17,,,,,,
2020-12-18,,,,,,
2020-12-19,,,,,,
2020-12-20,,,,,,
2020-12-21,,,,,,
2020-12-22,,,,,,
2020-12-23,,,,,,
2020-12-24,0.58046967,5.1128306,11.353195,8.494422,1.3859012,4.4225144
2020-12-25,1.336547,,,,,
2020-12-26,4.4225144,,11.77243,,,
2020-12-27,,,,,,
2020-12-28,,,22.611568,22.611568,0.21806334,1.7227429
2020-12-29,3.0774355,,,,,
2020-12-30,0.029678432,,9.820328,,,
2020-12-31,,,,,,
2021-01-01,,,,,,
2021-01-02,,,,,,
2021-01-03,,,,,,
2021-01-04,,,,,,
2021-01-05,,,,,,
2021-01-06,,,,,,
2021-01-07,3.966662,,,,1.2889504,3.0774355
2021-01-08,,,,,,
2021-01-09,,,,,,
2021-01-10,,,,,,
2021-01-11,,,,,,
2021-01-12,,,,,,
2021-01-13,,,,,,
2021-01-14,,,,,,
2021-01-15,,,,,,
2021-01-16,,,,,,
2021-01-17,12.207147,,,,,
2021-01-18,,,,,,
2021-01-19,,,,,,
2021-01-20,2.5671356,12.207147,,,,
2021-01-21,,,,,,
2021-01-22,,,,,,
2021-01-23,,,,,,
2021-01-24,,,,,,
2021-01-25,6.1291685,,,,,
2021-01-26,10.558982,,,,0.17542621,2.5671356
2021-01-27,,,,,,
2021-01-28,,,,,0.58046967,0.72155213
2021-01-29,,,,,,
2021-01-30,,,10.94889,,0.7481966,3.966662
2021-01-31,,,,,,
2021-02-01,,,,,,
2021-02-02,4.9307547,,5.4974017,,0.6710759,2.7602274
2021-02-03,6.3554983,2.967843,11.77243,,0.46697253,2.302527
2021-02-04,,,,,,
2021-02-05,,,,,,
2021-02-06,,,,,,
2021-02-07,2.065193,,10.558982,,0.86498356,3.3089106
2021-02-08,,,,,,
2021-02-09,,,12.207147,,0.5398629,3.3089106
2021-02-10,4.4225144,,17.542622,,0.23446539,2.2205303
2021-02-11,,,,,,
2021-02-12,,,,,,
2021-02-13,,,,,0.80447364,1.9916481
2021-02-14,1.3859012,10.558982,2.4757156,,0.18862122,0.6958565
2021-02-15,5.3016305,,7.9001946,,,
2021-02-16,7.347536,,0.72155213,,0.5398629,
2021-02-17,3.3089106,6.3554983,,,0.5597982,0.36228898
2021-02-18,0.07618856,11.353195,0.061291687,6.8335385,,
2021-02-19,,,,,,
2021-02-20,3.966662,,,,2.967843,2.4757156
2021-02-21,,,,,,
2021-02-22,0.4503429,8.191922,,,,
2021-02-23,,,,,,
2021-02-24,3.689174,,,,,
2021-02-25,0.16315426,6.590185,,,,
2021-02-26,26.141037,,8.808093,4.7551622,3.0774355,
2021-02-27,,,,,,
2021-02-28,,,,,,
2021-03-01,9.133346,8.808093,0.070858784,5.7004023,0.07900195,2.5671356
2021-03-02,13.610004,100.0,0.36228898,40.392357,0.6710759,0.8969245
2021-03-03,,,,,,
2021-03-04,,,,,6.590185,2.302527
2021-03-05,,,,,,
2021-03-06,29.145191,5.9108987,,,0.6471778,0.93004495
2021-03-07,,,,,,
2021-03-08,4.4225144,6.1291685,,,,
2021-03-09,0.06355498,7.9001946,5.9108987,24.31234,0.4503429,0.86498356
2021-03-10,26.141037,7.618856,,,,
2021-03-11,0.18862122,4.7551622,1.1987818,8.191922,0.25210112,2.3875515
2021-03-12,3.4310975,6.3554983,,,,
2021-03-13,4.9307547,,0.1094889,10.18296,0.8341801,2.6619313
2021-03-14,7.347536,7.347536,3.4310975,6.3554983,41.88391,2.8621533
2021-03-15,5.4974017,4.585823,,,0.33694503,2.7602274
2021-03-16,0.101829596,9.820328,,,0.9643884,0.80447364
2021-03-17,0.113531955,,0.101829596,7.347536,0.5020967,1.2889504
2021-03-18,0.14633706,11.353195,0.8341801,31.3374,0.7481966,1.2430488
2021-03-19,0.60190445,,0.18862122,6.590185,0.52063745,0.8341801
2021-03-20,2.3875515,1.2430488,,,,
2021-03-21,,,0.17542621,,0.19558637,1.2889504
2021-03-22,,,,,,
2021-03-23,,,,,,
2021-03-24,,,,,,
2021-03-25,,,,,,
2021-03-26,,,,,,
2021-03-27,,,,,,
2021-03-28,10.18296,4.9307547,,,,
2021-03-29,13.12533,,0.20280871,,1.336547,1.0752169
2021-03-30,,,,,,
2021-03-31,,,,,,
2021-04-01,,,,,,
2021-04-02,0.15734407,16.315426,11.353195,58.046963,0.46697253,0.9643884
2021-04-03,,,,,,
2021-04-04,,,,,,
2021-04-05,,,,,,
2021-04-06,,,,,,
2021-04-07,,,,,0.25210112,3.0774355
2021-04-08,5.3016305,4.585823,0.113531955,6.3554983,,
2021-04-09,4.585823,25.210114,7.618856,13.12533,0.52063745,1.1560912
2021-04-10,36.228897,3.4310975,6.1291685,4.9307547,,
2021-04-11,0.20280871,3.8254027,0.061291687,5.9108987,,
2021-04-12,,,,,,
2021-04-13,1.3859012,2.967843,,,0.5020967,0.6710759
2021-04-14,,,,,,
2021-04-15,4.585823,,6.1291685,,0.43430543,0.5597982
2021-04-16,,,,,,
2021-04-17,,,,,,
2021-04-18,,,,,,
2021-04-19,3.4310975,,,,0.3756671,0.48421624
2021-04-20,,,,,,
2021-04-21,,,,,,
2021-04-22,,,,,,
2021-04-23,,,,,,
2021-04-24,20.28087,8.191922,7.0858784,7.347536,,
2021-04-25,17.542622,,2.967843,,0.2710634,0.5597982
2021-04-26,,,,,,
2021-04-27,,,,,,
2021-04-28,,,,,,
2021-04-29,,,,,,
2021-04-30,,,,,,
2021-05-01,2.4757156,8.808093,,,,
2021-05-02,0.05910899,,7.618856,69.58565,0.58046967,1.0
2021-05-03,,,,,0.41883913,1.3859012
2021-05-04,,,,,,
2021-05-05,,,,,,
2021-05-06,,,,,,
2021-05-07,,,,,,
2021-05-08,,,,,,
2021-05-09,0.41883913,9.47061,,,0.3756671,0.48421624
2021-05-10,1.7227429,6.1291685,,,1.4901444,0.8969245
2021-05-11,0.113531955,50.20967,1.336547,100.0,0.5020967,0.8341801
2021-05-12,,,2.1414535,,0.32494587,0.48421624
2021-05-13,,,,,,
2021-05-14,,,,,,
2021-05-15,,,,,,
2021-05-16,,,0.061291687,6.1291685,0.2710634,0.36228898
2021-05-17,,,,,,
2021-05-18,,,,,,
2021-05-19,,,,,,
2021-05-20,,,,,,
2021-05-21,,,,,,
2021-05-22,,,,,,
2021-05-23,,,,,,
2021-05-24,,,,,,
2021-05-25,3.8254027,12.207147,9.820328,12.207147,0.22611569,0.3895392
2021-05-26,,,,,,
2021-05-27,,,,,,
2021-05-28,,,,,,
2021-05-29,0.053016305,14.112576,4.585823,62.413074,0.80447364,1.4901444
2021-05-30,4.4225144,,6.590185,50.20967,0.58046967,2.302527
2021-05-31,4.1131372,,0.06355498,6.8335385,0.4503429,1.9207222
2021-06-01,5.3016305,,,,0.8969245,2.7602274
2021-06-02,3.8254027,100.0,2.3875515,5.4974017,0.46697253,2.302527
2021-06-03,0.29145193,9.133346,11.353195,20.28087,0.4503429,2.065193
2021-06-04,15.174079,,9.133346,4.9307547,0.4503429,1.5451703
2021-06-05,,,0.101829596,9.820328,0.40392357,1.2430488
2021-06-06,,,9.133346,8.191922,0.41883913,2.1414535
2021-06-07,,,,,,
2021-06-08,3.0774355,,0.08808093,10.558982,1.0752169,
2021-06-09,,,,,,
2021-06-10,0.1094889,28.107285,1.6022283,45.034286,0.36228898,
2021-06-11,,,,,,
2021-06-12,,,,,,
2021-06-13,,,,,,
2021-06-14,,,0.084944226,,1.3859012,3.4310975
2021-06-15,,,,,,
2021-06-16,,,,,0.6710759,1.7227429
2021-06-17,11.77243,24.31234,7.347536,74.819664,0.60190445,1.786358
2021-06-18,2.967843,7.618856,5.1128306,,0.4503429,1.6613932
2021-06-19,,,,,,
2021-06-20,,,0.07618856,11.77243,1.0752169,1.7227429
2021-06-21,0.113531955,,,,0.41883913,1.1560912
2021-06-22,,,8.191922,41.88391,,
2021-06-23,,,,,,
2021-06-24,,,,,,
2021-06-25,2.4757156,,0.06833539,,0.80447364,1.9207222
2021-06-26,,,0.25210112,100.0,0.30221426,1.7227429
2021-06-27,0.06355498,,0.084944226,5.1128306,0.30221426,1.4370779
2021-06-28,1.6022283,5.4974017,8.494422,23.446539,0.9643884,1.0752169
2021-06-29,,,9.133346,100.0,0.40392357,1.0369266
2021-06-30,,,,,,
2021-07-01,2.4757156,,,,,
2021-07-02,0.057004023,19.558636,,,1.0,1.0752169
2021-07-03,,,,,0.5020967,0.6710759
2021-07-04,0.094706096,,10.558982,93.00449,0.32494587,0.775825
2021-07-05,3.5577965,,12.657915,53.986286,0.29145193,0.4503429
2021-07-06,,,,,,
2021-07-07,,,,,,
2021-07-08,,,,,,
2021-07-09,,,,,,
2021-07-10,4.265022,,,,,
2021-07-11,,,,,,
2021-07-12,,,,,,
2021-07-13,,,,,,
2021-07-14,,,,,,
2021-07-15,,,,,,
2021-07-16,,,,,,
2021-07-17,,,,,0.5398629,1.2889504
2021-07-18,10.18296,100.0,7.0858784,,,
2021-07-19,,,,,,
2021-07-20,,,,,,
2021-07-21,1.336547,7.0858784,,,1.4370779,0.58046967
2021-07-22,,,,,,
2021-07-23,,,,,,
2021-07-24,,,1.0369266,6.1291685,,
2021-07-25,,,,,,
2021-07-26,,,,,,
2021-07-27,,,,,,
2021-07-28,0.25210112,,0.057004023,,0.2710634,4.265022
2021-07-29,,,,,,
2021-07-30,,,0.6958565,14.112576,0.36228898,2.8621533
2021-07-31,,,,,,
2021-08-01,,,,,,
2021-08-02,,,,,,
2021-08-03,0.084944226,34.93873,,,0.3756671,1.0
2021-08-04,,,,,,
2021-08-05,,,,,,
2021-08-06,,,,,,
2021-08-07,0.36228898,,0.12657915,,0.52063745,1.6022283
2021-08-08,,,,,,
2021-08-09,,,,,0.8341801,1.2430488
2021-08-10,0.72155213,3.689174,,,0.32494587,
2021-08-11,3.8254027,100.0,0.091333464,,0.46697253,0.775825
2021-08-12,,,,,,
2021-08-13,,,0.1094889,21.806334,0.86498356,1.4901444
2021-08-14,,,,,,
2021-08-15,,,,,,
2021-08-16,,,,,,
2021-08-17,,,,,,
2021-08-18,,,,,,
2021-08-19,,,,,,
2021-08-20,,,,,,
2021-08-21,4.1131372,,0.11772431,10.558982,1.7227429,1.3859012
2021-08-22,,,,,,
2021-08-23,,,,,,
2021-08-24,,,,,,
2021-08-25,,,,,,
2021-08-26,1.7227429,21.029776,,,,
2021-08-27,,,,,,
2021-08-28,,,,,,
2021-08-29,,,,,,
2021-08-30,,,0.2431234,5.1128306,,
2021-08-31,,,,,,
2021-09-01,,,,,,
2021-09-02,,,,,,
2021-09-03,,,,,,
2021-09-04,,,,,,
2021-09-05,,,0.070858784,24.31234,0.6958565,1.1987818
2021-09-06,,,,,1.114921,1.7227429
2021-09-07,,,0.52063745,100.0,0.80447364,1.786358
2021-09-08,,,,,,
